latitude,longitude,description,"location_description","primary_type"
"41.824547102","-87.633095702",SIMPLE,"CHA PARKING LOT/GROUNDS",BATTERY
"41.983121233","-87.699459086","AGG: HANDS/FIST/FEET SERIOUS INJURY",STREET,BATTERY
"41.865241697","-87.721484832","AGGRAVATED: HANDGUN",STREET,BATTERY
"41.876581037","-87.745137513","ARMED: HANDGUN",SIDEWALK,ROBBERY
"41.891023035","-87.619141016","CREDIT CARD FRAUD","MOVIE HOUSE/THEATER","DECEPTIVE PRACTICE"
"41.891023035","-87.619141016","FROM BUILDING","MOVIE HOUSE/THEATER",THEFT
"41.781877366","-87.688597675","AGGRAVATED: HANDGUN",APARTMENT,ASSAULT
"41.931582515","-87.742747165",SIMPLE,OTHER,BATTERY
"41.889741913","-87.765198001","AGGRAVATED:KNIFE/CUTTING INSTR",APARTMENT,ASSAULT
"42.01158435","-87.664698279","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.744043474","-87.720005863","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.884641914","-87.728949284","COMPELLING CONFESSION",RESIDENCE,INTIMIDATION
"41.916924986","-87.797451676",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.796836504","-87.593430894","$500 AND UNDER",STREET,THEFT
"41.780373703","-87.608087748","ARMED: HANDGUN",STREET,ROBBERY
"41.919913958","-87.799326324","UNLAWFUL ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.858768333","-87.662100446","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.782728365","-87.649720276",SIMPLE,RESIDENCE,ASSAULT
"41.95729429","-87.728219175","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.657321932","-87.606458295","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)",BATTERY
"41.814470499","-87.604478745","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.769652886","-87.590227877",SIMPLE,APARTMENT,BATTERY
"41.961795939","-87.653401911",SIMPLE,SIDEWALK,BATTERY
"41.965425141","-87.65548862","CRIMINAL DEFACEMENT",ALLEY,"CRIMINAL DAMAGE"
"41.928845536","-87.710870694","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.779869327","-87.610791873","STRONGARM - NO WEAPON",STREET,ROBBERY
"41.891062111","-87.617043461","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.87351399","-87.675516836","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.880910746","-87.711659284",SIMPLE,STREET,BATTERY
"41.875236133","-87.633071401","OVER $500",STREET,THEFT
"41.787387577","-87.703378328","STRONGARM - NO WEAPON",STREET,ROBBERY
"41.87620094","-87.71001587","AGGRAVATED: HANDGUN",STREET,BATTERY
"41.740070214","-87.553909798","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.752736035","-87.565040539","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.794509508","-87.633301738","$500 AND UNDER","GAS STATION",THEFT
"41.791679056","-87.646302844","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.758896683","-87.574492818","AGGRAVATED:KNIFE/CUTTING INSTR",RESIDENCE,ASSAULT
"41.758309122","-87.598084858","ARMED: HANDGUN",ALLEY,ROBBERY
"41.891069066","-87.701941935","FORCIBLE ENTRY","SCHOOL, PRIVATE, BUILDING",BURGLARY
"41.798769644","-87.690276775","AGGRAVATED: HANDGUN",STREET,ASSAULT
"41.870786278","-87.686155608","ARMED: OTHER DANGEROUS WEAPON",SIDEWALK,ROBBERY
"41.800524282","-87.599766318","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.826958699","-87.632544749","PRO EMP HANDS NO/MIN INJURY","CHA PARKING LOT/GROUNDS",BATTERY
"41.660031909","-87.637713361","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.880903068","-87.712268933","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",SIDEWALK,BATTERY
"41.888191017","-87.62802708","DOMESTIC BATTERY SIMPLE","BAR OR TAVERN",BATTERY
"41.979065854","-87.679495898",SIMPLE,STREET,BATTERY
"41.884658813","-87.727469165","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"42.000094189","-87.671282557",SIMPLE,STREET,BATTERY
"41.873841216","-87.763433207",SIMPLE,APARTMENT,ASSAULT
"41.97008868","-87.762690091","$500 AND UNDER","CTA STATION",THEFT
"41.998301087","-87.687458785",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.695219426","-87.631329392","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.786219872","-87.773039361","VIOLATE ORDER OF PROTECTION",RESIDENCE,"OTHER OFFENSE"
"41.832329279","-87.616983146",SIMPLE,"SMALL RETAIL STORE",ASSAULT
"41.75452253","-87.56750038","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.786409229","-87.638867968","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.980669851","-87.656533296","OVER $500","RESIDENCE-GARAGE",THEFT
"41.947225886","-87.655545441","POCKET-PICKING",OTHER,THEFT
"41.897168546","-87.628211131",SIMPLE,RESTAURANT,BATTERY
"41.775249256","-87.645887975","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.928030054","-87.733471554","OVER $500","VEHICLE NON-COMMERCIAL",THEFT
"41.778983586","-87.650841612","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.836849079","-87.727087307","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.911909529","-87.680479314","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.891133566","-87.624134682","TELEPHONE THREAT",RESTAURANT,"OTHER OFFENSE"
"41.874363279","-87.643013039","TO LAND",OTHER,"CRIMINAL TRESPASS"
"41.935547253","-87.642776272","$500 AND UNDER",SIDEWALK,THEFT
"41.87107745","-87.69453855","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.759239882","-87.633304008","$500 AND UNDER","RESIDENCE PORCH/HALLWAY",THEFT
"41.749488797","-87.602363195","UNLAWFUL POSS OF HANDGUN",STREET,"WEAPONS VIOLATION"
"41.782554153","-87.669143674","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.805632809","-87.623581949",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.777503445","-87.615558861","$500 AND UNDER","CHA PARKING LOT/GROUNDS",THEFT
"41.723918995","-87.663414254",SIMPLE,RESIDENCE,ASSAULT
"41.711199619","-87.663509712","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.908430535","-87.638509526",SIMPLE,APARTMENT,BATTERY
"41.830449141","-87.649344862","TO RESIDENCE",APARTMENT,"CRIMINAL TRESPASS"
"41.852118011","-87.679531397","FROM BUILDING",OTHER,THEFT
"41.72248229","-87.635959592","AGG PO HANDS NO/MIN INJURY",SIDEWALK,ASSAULT
"41.874947338","-87.72547164","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.782446773","-87.666713884","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.891603364","-87.620232702",SIMPLE,STREET,ASSAULT
"41.871254005","-87.662924445","HARASSMENT BY TELEPHONE",RESIDENCE,"OTHER OFFENSE"
"41.893004965","-87.628117361","FROM BUILDING",RESTAURANT,THEFT
"41.872894484","-87.627560076",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.801618102","-87.730749703","OVER $500","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.890964824","-87.635562349","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.927735405","-87.759583963",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.978991238","-87.659941972","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.691964476","-87.621043395","GUN OFFENDER: ANNUAL REGISTRATION",STREET,"OTHER OFFENSE"
"41.775760552","-87.61551597",SIMPLE,APARTMENT,ASSAULT
"41.721938553","-87.578990155",SIMPLE,"PARKING LOT/GARAGE(NON.RESID.)",ASSAULT
"41.671493473","-87.642915577",SIMPLE,SIDEWALK,BATTERY
"41.712201222","-87.604426615","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.851988885","-87.689219118","TO LAND",OTHER,"CRIMINAL TRESPASS"
"41.677914697","-87.632849933","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.885342444","-87.710092279","POSS: SYNTHETIC DRUGS",STREET,NARCOTICS
"41.877735349","-87.660480953",SIMPLE,APARTMENT,ASSAULT
"41.755859312","-87.601656868","UNLAWFUL POSS OF HANDGUN","PARK PROPERTY","WEAPONS VIOLATION"
"41.99933436","-87.661887067","TO PROPERTY",ALLEY,"CRIMINAL DAMAGE"
"41.721627204","-87.624485177",SIMPLE,"CTA STATION",BATTERY
"41.901680889","-87.628345154","FROM BUILDING",RESTAURANT,THEFT
"41.949283608","-87.643036076","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.917175212","-87.725894098",SIMPLE,"CONVENIENCE STORE",ASSAULT
"41.75198718","-87.612522919","$500 AND UNDER",STREET,THEFT
"41.781192968","-87.586472214","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.795345318","-87.665835787",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.930970803","-87.700056527","OVER $500",RESIDENCE,THEFT
"41.931463882","-87.653819694","OVER $500",STREET,THEFT
"41.906240526","-87.670996764",SIMPLE,SIDEWALK,BATTERY
"41.89799967","-87.722494562",SIMPLE,ALLEY,BATTERY
"41.773498123","-87.661615492","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.887983008","-87.773612707",SIMPLE,SIDEWALK,BATTERY
"41.910811088","-87.708459546","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.881183104","-87.68498211",SIMPLE,"GROCERY FOOD STORE",ASSAULT
"41.963289458","-87.725445245",SIMPLE,"RESIDENTIAL YARD (FRONT/BACK)",ASSAULT
"41.734991006","-87.649680823","AGGRAVATED: HANDGUN",SIDEWALK,BATTERY
"41.880773836","-87.721938911","AGGRAVATED VEHICULAR HIJACKING",STREET,ROBBERY
"41.778642413","-87.694595146",SIMPLE,SIDEWALK,BATTERY
"41.853477035","-87.726133796","$500 AND UNDER",RESIDENCE,THEFT
"41.858296757","-87.723694812","TELEPHONE THREAT",APARTMENT,"OTHER OFFENSE"
"41.749633382","-87.657353164","ILLEGAL USE CASH CARD",APARTMENT,"DECEPTIVE PRACTICE"
"41.933436218","-87.645397373","ILLEGAL USE CASH CARD","ATM (AUTOMATIC TELLER MACHINE)","DECEPTIVE PRACTICE"
"41.752147383","-87.603989513","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",APARTMENT,BATTERY
"41.808722827","-87.749301979","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.861663663","-87.722605571","GUN OFFENDER: DUTY TO REGISTER",SIDEWALK,"OTHER OFFENSE"
"41.861151676","-87.705521893","POSS: HEROIN(WHITE)",SIDEWALK,NARCOTICS
"41.965961632","-87.654791654","DOMESTIC BATTERY SIMPLE","NURSING HOME/RETIREMENT HOME",BATTERY
"41.88099198","-87.704402338","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)",BATTERY
"41.924613111","-87.716309891","$500 AND UNDER","TAVERN/LIQUOR STORE",THEFT
"41.79397178","-87.620828223","TO PROPERTY",STREET,"CRIMINAL DAMAGE"
"41.910302064","-87.68885364","TO PROPERTY",STREET,"CRIMINAL DAMAGE"
"41.855103027","-87.66462748","CRIMINAL SEXUAL ABUSE",RESIDENCE,"SEX OFFENSE"
"41.747420231","-87.556455681",SIMPLE,SIDEWALK,BATTERY
"41.737011355","-87.690666071","$500 AND UNDER","DRIVEWAY - RESIDENTIAL",THEFT
"41.81318639","-87.605377354",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.828596275","-87.621710259","$500 AND UNDER",STREET,THEFT
"41.895499673","-87.712263435","RECKLESS CONDUCT",STREET,"PUBLIC PEACE VIOLATION"
"41.91464704","-87.695889866","$500 AND UNDER","RESIDENCE PORCH/HALLWAY",THEFT
"41.756590878","-87.577316401",SIMPLE,"PARK PROPERTY",ASSAULT
"41.933881353","-87.70335377","OVER $500",STREET,THEFT
"41.729287633","-87.608812846","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.939538767","-87.644383505","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.684044772","-87.648199572","POSS: HALLUCINOGENS","RESIDENTIAL YARD (FRONT/BACK)",NARCOTICS
"41.759012808","-87.560215615","TO LAND","TAVERN/LIQUOR STORE","CRIMINAL TRESPASS"
"41.902747034","-87.77417438","RECKLESS CONDUCT","RESIDENTIAL YARD (FRONT/BACK)","PUBLIC PEACE VIOLATION"
"41.746213691","-87.643911195","MANU/DEL:CANNABIS 10GM OR LESS",SIDEWALK,NARCOTICS
"41.848956097","-87.716138245","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.891404732","-87.628061509","$500 AND UNDER","CTA TRAIN",THEFT
"41.865397377","-87.640660777",SIMPLE,"DEPARTMENT STORE",ASSAULT
"41.8372371","-87.634080291","OVER $500",APARTMENT,THEFT
"41.801261714","-87.603953618","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.891015469","-87.773626634","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.864355965","-87.646835942","FINANCIAL IDENTITY THEFT $300 AND UNDER",RESTAURANT,"DECEPTIVE PRACTICE"
"41.894243758","-87.634138304","TELEPHONE THREAT",RESTAURANT,"OTHER OFFENSE"
"41.731950831","-87.637425221","POCKET-PICKING",STREET,THEFT
"41.769173403","-87.571490436","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL TRESPASS"
"41.767774158","-87.671180307","UNLAWFUL POSS OF HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","WEAPONS VIOLATION"
"41.691804667","-87.619613567","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",RESIDENCE,BATTERY
"41.880714044","-87.726705906","TO PROPERTY","SMALL RETAIL STORE","CRIMINAL DAMAGE"
"41.896065069","-87.625486884","STRONGARM - NO WEAPON",SIDEWALK,ROBBERY
"41.883621466","-87.656695496",AUTOMOBILE,"PARKING LOT/GARAGE(NON.RESID.)","MOTOR VEHICLE THEFT"
"41.769200724","-87.572714473","AGGRAVATED:KNIFE/CUTTING INSTR","SCHOOL, PUBLIC, GROUNDS",BATTERY
"41.81609734","-87.609170559","AGGRAVATED:KNIFE/CUTTING INSTR",SIDEWALK,BATTERY
"41.998543998","-87.686249651",SIMPLE,"RESIDENTIAL YARD (FRONT/BACK)",ASSAULT
"41.956272914","-87.64574741","CREDIT CARD FRAUD",RESIDENCE,"DECEPTIVE PRACTICE"
"41.68764073","-87.630170669","CREDIT CARD FRAUD",STREET,"DECEPTIVE PRACTICE"
"41.930418171","-87.76211771","FINANCIAL IDENTITY THEFT $300 AND UNDER",RESIDENCE,"DECEPTIVE PRACTICE"
"41.890894422","-87.719844454","AGGRAVATED: HANDGUN",STREET,BATTERY
"41.76432331","-87.637079178","AGGRAVATED: OTHER DANG WEAPON",STREET,BATTERY
"41.960250625","-87.700877054","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.69034956","-87.605947476",SIMPLE,STREET,ASSAULT
"41.730307671","-87.643454831","DOMESTIC BATTERY SIMPLE",WAREHOUSE,BATTERY
"41.87461786","-87.689682252","TO PROPERTY","RESIDENCE-GARAGE","CRIMINAL DAMAGE"
"41.82467357","-87.626413225","POCKET-PICKING",RESIDENCE,THEFT
"41.705661282","-87.681595949","$500 AND UNDER",STREET,THEFT
"41.656937576","-87.605134262",SIMPLE,"CHA PARKING LOT/GROUNDS",BATTERY
"41.760773578","-87.645511035","FROM BUILDING",APARTMENT,THEFT
"41.747646188","-87.603472462","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.981204771","-87.807361964","OTHER VIOLATION","GAS STATION","PUBLIC PEACE VIOLATION"
"41.896991375","-87.625730095","$500 AND UNDER",STREET,THEFT
"41.747824875","-87.665800582","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL DAMAGE"
"41.814759483","-87.705457924",SIMPLE,RESIDENCE,ASSAULT
"41.774609286","-87.683515979","TELEPHONE THREAT","AUTO / BOAT / RV DEALERSHIP","OTHER OFFENSE"
"41.728538951","-87.661281758","AGGRAVATED: HANDGUN",STREET,BATTERY
"41.747824891","-87.643959918","UNLAWFUL POSS OF HANDGUN","PARKING LOT/GARAGE(NON.RESID.)","WEAPONS VIOLATION"
"41.745869517","-87.552784306",SIMPLE,APARTMENT,BATTERY
"41.754120813","-87.60403314","TO PROPERTY","RESIDENCE PORCH/HALLWAY","CRIMINAL DAMAGE"
"41.920993192","-87.77074853","VIOLATE ORDER OF PROTECTION",RESIDENCE,"OTHER OFFENSE"
"41.752262043","-87.657754366","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.843473932","-87.724529173","SELL/GIVE/DEL LIQUOR TO MINOR","DRUG STORE","LIQUOR LAW VIOLATION"
"41.900742074","-87.770463492","TO PROPERTY","RESIDENCE-GARAGE","CRIMINAL DAMAGE"
"41.865683297","-87.661536169",SIMPLE,OTHER,BATTERY
"41.772635626","-87.58384403","$500 AND UNDER",APARTMENT,THEFT
"41.8931157","-87.639538654","FROM BUILDING",RESTAURANT,THEFT
"41.74806235","-87.682801662",SIMPLE,"NURSING HOME/RETIREMENT HOME",BATTERY
"41.867752226","-87.697156311","ATTEMPT FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.976083984","-87.649995274","STRONGARM - NO WEAPON","PARK PROPERTY",ROBBERY
"41.882529537","-87.626223856",SIMPLE,"CTA TRAIN",BATTERY
"41.69000124","-87.612076676",SIMPLE,RESIDENCE,ASSAULT
"41.779483731","-87.663547521",SIMPLE,"GROCERY FOOD STORE",BATTERY
"41.933098284","-87.686400745","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.736269116","-87.627768243","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.746277593","-87.662119177",SIMPLE,STREET,BATTERY
"41.930781568","-87.766226797","RESIST/OBSTRUCT/DISARM OFFICER",SIDEWALK,"INTERFERENCE WITH PUBLIC OFFICER"
"41.897023903","-87.736814122",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.753585175","-87.645331247","TO PROPERTY",STREET,"CRIMINAL DAMAGE"
"41.750657714","-87.614956494",SIMPLE,RESTAURANT,BATTERY
"41.880220002","-87.725653014","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.847869827","-87.696615617","OVER $500","RESIDENCE PORCH/HALLWAY",THEFT
"41.886840651","-87.763416845","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.890803599","-87.678068291","FOUND SUSPECT NARCOTICS",OTHER,NARCOTICS
"41.895363905","-87.726390989",SIMPLE,"SCHOOL, PUBLIC, GROUNDS",BATTERY
"41.764682386","-87.663785792","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.794314175","-87.625162711","$500 AND UNDER",OTHER,THEFT
"41.76159766","-87.610329804",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.750018724","-87.622970906","$500 AND UNDER",STREET,THEFT
"41.817012018","-87.701859148",SIMPLE,STREET,ASSAULT
"41.872845977","-87.699217017","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.737501755","-87.7336614","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL DAMAGE"
"41.920086604","-87.67029509","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.879189742","-87.648862058","$500 AND UNDER","RESIDENCE PORCH/HALLWAY",THEFT
"41.892770261","-87.715011436","TO PROPERTY","RESIDENCE-GARAGE","CRIMINAL DAMAGE"
"41.811510619","-87.690637223","SEXUAL EXPLOITATION OF A CHILD",STREET,"SEX OFFENSE"
"41.88173662","-87.751432105","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.803922116","-87.677908991",SIMPLE,RESIDENCE,BATTERY
"41.799167724","-87.654995436",SIMPLE,"RESIDENCE PORCH/HALLWAY",BATTERY
"41.682468145","-87.659103605","$500 AND UNDER","RESIDENCE PORCH/HALLWAY",THEFT
"41.746847069","-87.654417825","POSS: CANNABIS MORE THAN 30GMS",STREET,NARCOTICS
"41.970866403","-87.669492925",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.701619808","-87.629633892","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",RESIDENCE,BATTERY
"41.892816145","-87.624193198","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.880751096","-87.723855981","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.780675005","-87.65331317",SIMPLE,STREET,BATTERY
"41.882137696","-87.706157436","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.663408947","-87.625372943","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.785864598","-87.663143774","$500 AND UNDER",APARTMENT,THEFT
"41.751770885","-87.563117056",SIMPLE,SIDEWALK,BATTERY
"41.935758214","-87.767616073","HARASSMENT BY ELECTRONIC MEANS",APARTMENT,"OTHER OFFENSE"
"41.909394597","-87.764325755","TO LAND","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL TRESPASS"
"41.770863747","-87.611853397","AGGRAVATED: OTHER DANG WEAPON","PARKING LOT/GARAGE(NON.RESID.)",ASSAULT
"41.742710224","-87.634088181",SIMPLE,"DEPARTMENT STORE",BATTERY
"41.683361974","-87.634163683",SIMPLE,"RESIDENTIAL YARD (FRONT/BACK)",ASSAULT
"41.780655796","-87.653313373","AGGRAVATED: HANDGUN",STREET,ASSAULT
"41.809220836","-87.626902264","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, GROUNDS",ASSAULT
"41.883474023","-87.629426688","CREDIT CARD FRAUD",OTHER,"DECEPTIVE PRACTICE"
"41.883615447","-87.736799312","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.729450838","-87.551242941","OVER $500","SMALL RETAIL STORE",THEFT
"41.739336095","-87.702107741","ATTEMPT - FINANCIAL IDENTITY THEFT",APARTMENT,"DECEPTIVE PRACTICE"
"41.809080847","-87.633172462",SIMPLE,STREET,BATTERY
"41.854630302","-87.67591226","ATTEMPT: ARMED-OTHER DANG WEAP",SIDEWALK,ROBBERY
"41.882394062","-87.627844798","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.796184633","-87.642096015","RECKLESS CONDUCT","SCHOOL, PUBLIC, BUILDING","PUBLIC PEACE VIOLATION"
"42.007921364","-87.66525544","FROM BUILDING",RESIDENCE,THEFT
"41.883474023","-87.629426688","POCKET-PICKING","CTA PLATFORM",THEFT
"41.878766668","-87.734222587","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.902764906","-87.770530214","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.906099235","-87.692033151",SIMPLE,SIDEWALK,ASSAULT
"41.784697338","-87.648559036",SIMPLE,SIDEWALK,ASSAULT
"41.739660888","-87.646762322","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.721556416","-87.636240668",AUTOMOBILE,"COMMERCIAL / BUSINESS OFFICE","MOTOR VEHICLE THEFT"
"41.812888348","-87.709067417","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.919487572","-87.636787573","OVER $500","CONSTRUCTION SITE",THEFT
"41.884807342","-87.75033191",SIMPLE,SIDEWALK,BATTERY
"41.916994219","-87.756244795","TO PROPERTY","SMALL RETAIL STORE","CRIMINAL DAMAGE"
"41.846470482","-87.693693358","CHILD ABUSE",RESIDENCE,"OFFENSE INVOLVING CHILDREN"
"41.882389156","-87.624374606","POCKET-PICKING",RESTAURANT,THEFT
"41.881556538","-87.627758535","ILLEGAL USE CASH CARD","CTA STATION","DECEPTIVE PRACTICE"
"41.801097014","-87.621002356","RECKLESS CONDUCT",STREET,"PUBLIC PEACE VIOLATION"
"41.877585867","-87.683123746","RECKLESS CONDUCT","SCHOOL, PUBLIC, BUILDING","PUBLIC PEACE VIOLATION"
"41.881776822","-87.620767948","OVER $500","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.689822296","-87.626562554","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.77454286","-87.602148439",SIMPLE,SIDEWALK,BATTERY
"41.786481939","-87.689024553",SIMPLE,"CONVENIENCE STORE",BATTERY
"41.743686993","-87.697341834","VIOLATE ORDER OF PROTECTION",RESIDENCE,"OTHER OFFENSE"
"41.831136848","-87.67642424","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.754525299","-87.558499319",SIMPLE,APARTMENT,ASSAULT
"42.003582054","-87.679421545","POSS: CRACK",SIDEWALK,NARCOTICS
"41.74977872","-87.651297635","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.761872237","-87.571287247",SIMPLE,ALLEY,ASSAULT
"41.780446995","-87.695867811",SIMPLE,STREET,BATTERY
"41.867417305","-87.627168747","$500 AND UNDER",SIDEWALK,THEFT
"41.952195431","-87.770272037","COUNTERFEITING DOCUMENT",STREET,"DECEPTIVE PRACTICE"
"41.881623795","-87.626200793","FROM BUILDING",RESTAURANT,THEFT
"41.780037135","-87.624513216","DOMESTIC BATTERY SIMPLE","DAY CARE CENTER",BATTERY
"41.881183104","-87.68498211","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.94850265","-87.698390572","FRAUD OR CONFIDENCE GAME",OTHER,"DECEPTIVE PRACTICE"
"41.692202614","-87.612143618",SIMPLE,"RESIDENTIAL YARD (FRONT/BACK)",ASSAULT
"41.894027676","-87.7491866","AGGRAVATED: OTHER DANG WEAPON",STREET,BATTERY
"41.989243623","-87.665119726",SIMPLE,SIDEWALK,BATTERY
"41.897895128","-87.624096605","FROM BUILDING","SMALL RETAIL STORE",THEFT
"41.996606229","-87.691070093","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.964917443","-87.71325535","TO CITY OF CHICAGO PROPERTY",STREET,"CRIMINAL DAMAGE"
"41.804847176","-87.624346184",SIMPLE,SIDEWALK,BATTERY
"41.773068142","-87.644613509","VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS",SIDEWALK,"OTHER OFFENSE"
"41.900020788","-87.723782972","UNLAWFUL POSS OF HANDGUN",APARTMENT,"WEAPONS VIOLATION"
"41.922763145","-87.697135597",SIMPLE,STREET,BATTERY
"41.714470571","-87.613975119",SIMPLE,"PARKING LOT/GARAGE(NON.RESID.)",ASSAULT
"41.793867277","-87.650617729","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.87683815","-87.634320718","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.871883079","-87.704267672","OBSTRUCTING SERVICE","RESIDENTIAL YARD (FRONT/BACK)","INTERFERENCE WITH PUBLIC OFFICER"
"41.74035488","-87.661565287","AGGRAVATED: HANDGUN",RESIDENCE,ASSAULT
"41.736277091","-87.585212192","CREDIT CARD FRAUD","CONVENIENCE STORE","DECEPTIVE PRACTICE"
"41.885888079","-87.627942238","$500 AND UNDER","OTHER COMMERCIAL TRANSPORTATION",THEFT
"41.755818154","-87.613825106","FRAUD OR CONFIDENCE GAME",RESIDENCE,"DECEPTIVE PRACTICE"
